,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Region
39498,Laos,all_energy_types,2008,0.06,0.05,24.49,6046.63,9.95,2.46,0.59,Asia
39499,Laos,coal,2008,0.0,0.01,24.49,6046.63,9.95,2.46,0.22,Asia
39500,Laos,natural_gas,2008,0.0,0.0,24.49,6046.63,9.95,2.46,0.0,Asia
39501,Laos,petroleum_n_other_liquids,2008,0.03,0.0,24.49,6046.63,9.95,2.46,0.37,Asia
39503,Laos,renewables_n_other,2008,0.03,0.04,24.49,6046.63,9.95,2.46,0.0,Asia
39504,Latvia,all_energy_types,2008,0.17,0.03,50.8,2162.83,77.75,3.31,8.99,Eastern Europe
39505,Latvia,coal,2008,0.0,0.0,50.8,2162.83,77.75,3.31,0.37,Eastern Europe
39506,Latvia,natural_gas,2008,0.05,0.0,50.8,2162.83,77.75,3.31,3.09,Eastern Europe
39507,Latvia,petroleum_n_other_liquids,2008,0.08,0.0,50.8,2162.83,77.75,3.31,5.52,Eastern Europe
39509,Latvia,renewables_n_other,2008,0.04,0.03,50.8,2162.83,77.75,3.31,0.0,Eastern Europe
39510,Lebanon,all_energy_types,2008,0.23,0.0,75.2,4764.75,47.47,3.01,12.09,Arab contries
39511,Lebanon,coal,2008,0.0,0.0,75.2,4764.75,47.47,3.01,0.19,Arab contries
39512,Lebanon,natural_gas,2008,0.0,0.0,75.2,4764.75,47.47,3.01,0.0,Arab contries
39513,Lebanon,petroleum_n_other_liquids,2008,0.22,0.0,75.2,4764.75,47.47,3.01,11.9,Arab contries
39515,Lebanon,renewables_n_other,2008,0.01,0.0,75.2,4764.75,47.47,3.01,0.0,Arab contries
39516,Lesotho,all_energy_types,2008,0.01,0.01,5.18,1987.13,6.19,2.37,0.24,Africa
39517,Lesotho,coal,2008,0.0,0.0,5.18,1987.13,6.19,2.37,0.0,Africa
39518,Lesotho,natural_gas,2008,0.0,0.0,5.18,1987.13,6.19,2.37,0.0,Africa
39519,Lesotho,petroleum_n_other_liquids,2008,0.01,0.0,5.18,1987.13,6.19,2.37,0.24,Africa
39521,Lesotho,renewables_n_other,2008,0.01,0.01,5.18,1987.13,6.19,2.37,0.0,Africa
39522,Liberia,all_energy_types,2008,0.01,0.0,3.93,3622.06,2.21,2.03,0.75,Africa
39523,Liberia,coal,2008,0.0,0.0,3.93,3622.06,2.21,2.03,0.0,Africa
39524,Liberia,natural_gas,2008,0.0,0.0,3.93,3622.06,2.21,2.03,0.0,Africa
39525,Liberia,petroleum_n_other_liquids,2008,0.01,0.0,3.93,3622.06,2.21,2.03,0.75,Africa
39527,Liberia,renewables_n_other,2008,0.0,0.0,3.93,3622.06,2.21,2.03,0.0,Africa
39528,Libya,all_energy_types,2008,0.75,4.62,203.15,6058.74,123.02,3.67,40.64,Arab contries
39529,Libya,coal,2008,0.0,0.0,203.15,6058.74,123.02,3.67,0.0,Arab contries
39530,Libya,natural_gas,2008,0.2,0.59,203.15,6058.74,123.02,3.67,10.44,Arab contries
39531,Libya,petroleum_n_other_liquids,2008,0.54,4.03,203.15,6058.74,123.02,3.67,30.2,Arab contries
39533,Libya,renewables_n_other,2008,-0.0,0.0,203.15,6058.74,123.02,3.67,0.0,Arab contries
39534,Lithuania,all_energy_types,2008,0.37,0.11,80.22,3183.86,114.98,4.56,15.57,Eastern Europe
39535,Lithuania,coal,2008,0.01,0.0,80.22,3183.86,114.98,4.56,0.99,Eastern Europe
39536,Lithuania,natural_gas,2008,0.13,0.0,80.22,3183.86,114.98,4.56,6.44,Eastern Europe
39537,Lithuania,petroleum_n_other_liquids,2008,0.13,0.01,80.22,3183.86,114.98,4.56,8.14,Eastern Europe
39538,Lithuania,nuclear,2008,0.1,0.1,80.22,3183.86,114.98,4.56,0.0,Eastern Europe
39539,Lithuania,renewables_n_other,2008,0.0,0.01,80.22,3183.86,114.98,4.56,0.0,Eastern Europe
39540,Luxembourg,all_energy_types,2008,0.2,0.0,52.92,489.862,401.56,3.72,12.07,Western Europe
39541,Luxembourg,coal,2008,0.0,0.0,52.92,489.862,401.56,3.72,0.29,Western Europe
39542,Luxembourg,natural_gas,2008,0.05,0.0,52.92,489.862,401.56,3.72,2.69,Western Europe
39543,Luxembourg,petroleum_n_other_liquids,2008,0.13,0.0,52.92,489.862,401.56,3.72,9.1,Western Europe
39545,Luxembourg,renewables_n_other,2008,0.02,0.0,52.92,489.862,401.56,3.72,0.0,Western Europe
39546,Macau,all_energy_types,2008,0.03,0.0,48.85,515.232,61.68,0.65,2.27,Asia
39547,Macau,coal,2008,0.0,0.0,48.85,515.232,61.68,0.65,0.0,Asia
39548,Macau,natural_gas,2008,0.0,0.0,48.85,515.232,61.68,0.65,0.0,Asia
39549,Macau,petroleum_n_other_liquids,2008,0.02,0.0,48.85,515.232,61.68,0.65,2.27,Asia
39551,Macau,renewables_n_other,2008,0.01,0.0,48.85,515.232,61.68,0.65,0.0,Asia
39552,Madagascar,all_energy_types,2008,0.04,0.01,34.01,19996.5,1.86,1.09,2.63,Africa
39553,Madagascar,coal,2008,0.0,0.0,34.01,19996.5,1.86,1.09,0.02,Africa
39554,Madagascar,natural_gas,2008,0.0,0.0,34.01,19996.5,1.86,1.09,0.0,Africa
39555,Madagascar,petroleum_n_other_liquids,2008,0.03,0.0,34.01,19996.5,1.86,1.09,2.61,Africa
39557,Madagascar,renewables_n_other,2008,0.01,0.01,34.01,19996.5,1.86,1.09,0.0,Africa
39558,Malawi,all_energy_types,2008,0.03,0.02,17.07,13727.9,2.1,1.69,0.95,Africa
39559,Malawi,coal,2008,0.0,0.0,17.07,13727.9,2.1,1.69,0.14,Africa
39560,Malawi,natural_gas,2008,0.0,0.0,17.07,13727.9,2.1,1.69,0.0,Africa
39561,Malawi,petroleum_n_other_liquids,2008,0.01,0.0,17.07,13727.9,2.1,1.69,0.81,Africa
39563,Malawi,renewables_n_other,2008,0.02,0.02,17.07,13727.9,2.1,1.69,0.0,Africa
39564,Malaysia,all_energy_types,2008,2.77,3.87,547.88,27295.8,101.45,5.05,175.42,Asia
39565,Malaysia,coal,2008,0.34,0.03,547.88,27295.8,101.45,5.05,29.78,Asia
39566,Malaysia,natural_gas,2008,1.19,2.26,547.88,27295.8,101.45,5.05,59.39,Asia
39567,Malaysia,petroleum_n_other_liquids,2008,1.17,1.5,547.88,27295.8,101.45,5.05,86.26,Asia
39569,Malaysia,renewables_n_other,2008,0.07,0.08,547.88,27295.8,101.45,5.05,0.0,Asia
39570,Maldives,all_energy_types,2008,0.01,0.0,5.81,343.448,41.9,2.48,0.93,Asia
39571,Maldives,coal,2008,0.0,0.0,5.81,343.448,41.9,2.48,0.0,Asia
39572,Maldives,natural_gas,2008,0.0,0.0,5.81,343.448,41.9,2.48,0.0,Asia
39573,Maldives,petroleum_n_other_liquids,2008,0.01,0.0,5.81,343.448,41.9,2.48,0.93,Asia
39575,Maldives,renewables_n_other,2008,0.0,0.0,5.81,343.448,41.9,2.48,0.0,Asia
39576,Mali,all_energy_types,2008,0.03,0.01,26.98,14113.6,2.07,1.08,0.67,Africa
39577,Mali,coal,2008,0.0,0.0,26.98,14113.6,2.07,1.08,0.0,Africa
39578,Mali,natural_gas,2008,0.0,0.0,26.98,14113.6,2.07,1.08,0.0,Africa
39579,Mali,petroleum_n_other_liquids,2008,0.02,0.0,26.98,14113.6,2.07,1.08,0.67,Africa
39581,Mali,renewables_n_other,2008,0.01,0.01,26.98,14113.6,2.07,1.08,0.0,Africa
39582,Malta,all_energy_types,2008,0.08,0.0,12.28,410.926,198.3,6.64,3.14,Western Europe
39583,Malta,coal,2008,0.0,0.0,12.28,410.926,198.3,6.64,0.0,Western Europe
39584,Malta,natural_gas,2008,0.0,0.0,12.28,410.926,198.3,6.64,0.0,Western Europe
39585,Malta,petroleum_n_other_liquids,2008,0.08,0.0,12.28,410.926,198.3,6.64,3.14,Western Europe
39587,Malta,renewables_n_other,2008,0.0,0.0,12.28,410.926,198.3,6.64,0.0,Western Europe
39588,Martinique,all_energy_types,2008,0.03,0.0,7.13,397.664,85.6,4.78,2.13,Western Europe
39589,Martinique,coal,2008,0.0,0.0,7.13,397.664,85.6,4.78,0.0,Western Europe
39590,Martinique,natural_gas,2008,0.0,0.0,7.13,397.664,85.6,4.78,0.0,Western Europe
39591,Martinique,petroleum_n_other_liquids,2008,0.03,0.0,7.13,397.664,85.6,4.78,2.13,Western Europe
39593,Martinique,renewables_n_other,2008,0.0,0.0,7.13,397.664,85.6,4.78,0.0,Western Europe
39594,Mauritania,all_energy_types,2008,0.03,0.03,13.28,3306.2,9.17,2.28,2.5,Arab contries
39595,Mauritania,coal,2008,0.0,0.0,13.28,3306.2,9.17,2.28,0.0,Arab contries
39596,Mauritania,natural_gas,2008,0.0,0.0,13.28,3306.2,9.17,2.28,0.0,Arab contries
39597,Mauritania,petroleum_n_other_liquids,2008,0.03,0.03,13.28,3306.2,9.17,2.28,2.5,Arab contries
39599,Mauritania,renewables_n_other,2008,0.0,0.0,13.28,3306.2,9.17,2.28,0.0,Arab contries
39600,Mauritius,all_energy_types,2008,0.07,0.01,18.85,1239.262,55.81,3.67,4.68,Africa
39601,Mauritius,coal,2008,0.02,0.0,18.85,1239.262,55.81,3.67,1.38,Africa
39602,Mauritius,natural_gas,2008,0.0,0.0,18.85,1239.262,55.81,3.67,0.0,Africa
39603,Mauritius,petroleum_n_other_liquids,2008,0.05,0.0,18.85,1239.262,55.81,3.67,3.31,Africa
39605,Mauritius,renewables_n_other,2008,0.01,0.01,18.85,1239.262,55.81,3.67,0.0,Africa
39606,Mexico,all_energy_types,2008,7.6,9.38,1931.29,111040.5,68.49,3.94,454.44,Latin America
39607,Mexico,coal,2008,0.42,0.31,1931.29,111040.5,68.49,3.94,46.53,Latin America
39608,Mexico,natural_gas,2008,2.4,1.86,1931.29,111040.5,68.49,3.94,124.11,Latin America
39609,Mexico,petroleum_n_other_liquids,2008,4.22,6.67,1931.29,111040.5,68.49,3.94,283.79,Latin America
39610,Mexico,nuclear,2008,0.09,0.09,1931.29,111040.5,68.49,3.94,0.0,Latin America
39611,Mexico,renewables_n_other,2008,0.47,0.46,1931.29,111040.5,68.49,3.94,0.0,Latin America
39618,Moldova,all_energy_types,2008,0.13,0.0,21.71,3572.7,36.6,6.02,6.72,Eastern Europe
39619,Moldova,coal,2008,0.0,0.0,21.71,3572.7,36.6,6.02,0.37,Eastern Europe
39620,Moldova,natural_gas,2008,0.08,0.0,21.71,3572.7,36.6,6.02,4.27,Eastern Europe
39621,Moldova,petroleum_n_other_liquids,2008,0.03,0.0,21.71,3572.7,36.6,6.02,2.08,Eastern Europe
39623,Moldova,renewables_n_other,2008,0.01,0.0,21.71,3572.7,36.6,6.02,0.0,Eastern Europe
39624,Mongolia,all_energy_types,2008,0.17,0.25,16.58,2631.9,64.62,10.26,15.11,Asia
39625,Mongolia,coal,2008,0.13,0.25,16.58,2631.9,64.62,10.26,12.89,Asia
39626,Mongolia,natural_gas,2008,0.0,0.0,16.58,2631.9,64.62,10.26,0.0,Asia
39627,Mongolia,petroleum_n_other_liquids,2008,0.04,0.01,16.58,2631.9,64.62,10.26,2.23,Asia
39629,Mongolia,renewables_n_other,2008,0.0,0.0,16.58,2631.9,64.62,10.26,0.0,Asia
39630,Montenegro,all_energy_types,2008,0.05,0.03,9.6,621.312,85.7,5.54,1.57,Eastern Europe
39631,Montenegro,coal,2008,0.02,0.02,9.6,621.312,85.7,5.54,1.01,Eastern Europe
39632,Montenegro,natural_gas,2008,0.0,0.0,9.6,621.312,85.7,5.54,0.0,Eastern Europe
39633,Montenegro,petroleum_n_other_liquids,2008,0.02,0.0,9.6,621.312,85.7,5.54,0.56,Eastern Europe
39635,Montenegro,renewables_n_other,2008,0.02,0.02,9.6,621.312,85.7,5.54,0.0,Eastern Europe
39642,Morocco,all_energy_types,2008,0.64,0.01,187.79,31536.8,20.22,3.4,35.15,Arab contries
39643,Morocco,coal,2008,0.13,0.0,187.79,31536.8,20.22,3.4,13.36,Arab contries
39644,Morocco,natural_gas,2008,0.02,0.0,187.79,31536.8,20.22,3.4,1.27,Arab contries
39645,Morocco,petroleum_n_other_liquids,2008,0.46,0.0,187.79,31536.8,20.22,3.4,20.52,Arab contries
39647,Morocco,renewables_n_other,2008,0.03,0.01,187.79,31536.8,20.22,3.4,0.0,Arab contries
39648,Mozambique,all_energy_types,2008,0.17,0.26,20.9,22276.57,7.67,8.17,2.41,Africa
39649,Mozambique,coal,2008,0.0,0.0,20.9,22276.57,7.67,8.17,0.0,Africa
39650,Mozambique,natural_gas,2008,0.01,0.12,20.9,22276.57,7.67,8.17,0.39,Africa
39651,Mozambique,petroleum_n_other_liquids,2008,0.03,0.0,20.9,22276.57,7.67,8.17,2.02,Africa
39653,Mozambique,renewables_n_other,2008,0.14,0.15,20.9,22276.57,7.67,8.17,0.0,Africa
39654,Namibia,all_energy_types,2008,0.06,0.01,17.85,2043.38,29.51,3.38,3.02,Africa
39655,Namibia,coal,2008,0.0,0.0,17.85,2043.38,29.51,3.38,0.04,Africa
39656,Namibia,natural_gas,2008,0.0,0.0,17.85,2043.38,29.51,3.38,0.0,Africa
39657,Namibia,petroleum_n_other_liquids,2008,0.04,0.0,17.85,2043.38,29.51,3.38,2.98,Africa
39659,Namibia,renewables_n_other,2008,0.02,0.01,17.85,2043.38,29.51,3.38,0.0,Africa
39666,Nepal,all_energy_types,2008,0.07,0.03,61.39,26666.6,2.47,1.07,2.54,Asia
39667,Nepal,coal,2008,0.0,0.0,61.39,26666.6,2.47,1.07,0.43,Asia
39668,Nepal,natural_gas,2008,0.0,0.0,61.39,26666.6,2.47,1.07,0.0,Asia
39669,Nepal,petroleum_n_other_liquids,2008,0.03,0.0,61.39,26666.6,2.47,1.07,2.11,Asia
39671,Nepal,renewables_n_other,2008,0.03,0.03,61.39,26666.6,2.47,1.07,0.0,Asia
39672,Netherlands,all_energy_types,2008,4.24,2.88,840.98,16455.65,257.77,5.04,249.76,Western Europe
39673,Netherlands,coal,2008,0.32,0.0,840.98,16455.65,257.77,5.04,32.01,Western Europe
39674,Netherlands,natural_gas,2008,1.53,2.64,840.98,16455.65,257.77,5.04,77.94,Western Europe
39675,Netherlands,petroleum_n_other_liquids,2008,2.19,0.09,840.98,16455.65,257.77,5.04,139.81,Western Europe
39676,Netherlands,nuclear,2008,0.04,0.04,840.98,16455.65,257.77,5.04,0.0,Western Europe
39677,Netherlands,renewables_n_other,2008,0.16,0.11,840.98,16455.65,257.77,5.04,0.0,Western Europe
39690,New Zealand,all_energy_types,2008,0.83,0.67,145.01,4248.375,194.23,5.69,36.65,Oceania
39691,New Zealand,coal,2008,0.08,0.12,145.01,4248.375,194.23,5.69,6.25,Oceania
39692,New Zealand,natural_gas,2008,0.15,0.15,145.01,4248.375,194.23,5.69,8.39,Oceania
39693,New Zealand,petroleum_n_other_liquids,2008,0.32,0.12,145.01,4248.375,194.23,5.69,22.0,Oceania
39695,New Zealand,renewables_n_other,2008,0.28,0.28,145.01,4248.375,194.23,5.69,0.0,Oceania
39696,Nicaragua,all_energy_types,2008,0.07,0.01,25.03,5667.44,12.62,2.86,4.01,Latin America
39697,Nicaragua,coal,2008,0.0,0.0,25.03,5667.44,12.62,2.86,0.0,Latin America
39698,Nicaragua,natural_gas,2008,0.0,0.0,25.03,5667.44,12.62,2.86,0.0,Latin America
39699,Nicaragua,petroleum_n_other_liquids,2008,0.06,0.0,25.03,5667.44,12.62,2.86,4.01,Latin America
39701,Nicaragua,renewables_n_other,2008,0.01,0.01,25.03,5667.44,12.62,2.86,0.0,Latin America
39702,Niger,all_energy_types,2008,0.02,0.0,15.6,15250.9,1.06,1.03,1.1,Africa
39703,Niger,coal,2008,0.0,0.0,15.6,15250.9,1.06,1.03,0.29,Africa
39704,Niger,natural_gas,2008,0.0,0.0,15.6,15250.9,1.06,1.03,0.0,Africa
39705,Niger,petroleum_n_other_liquids,2008,0.01,0.0,15.6,15250.9,1.06,1.03,0.81,Africa
39707,Niger,renewables_n_other,2008,0.0,0.0,15.6,15250.9,1.06,1.03,0.0,Africa
39708,Nigeria,all_energy_types,2008,1.06,5.93,659.92,150270.0,7.09,1.61,56.86,Africa
39709,Nigeria,coal,2008,0.0,0.0,659.92,150270.0,7.09,1.61,0.07,Africa
39710,Nigeria,natural_gas,2008,0.45,1.21,659.92,150270.0,7.09,1.61,20.79,Africa
39711,Nigeria,petroleum_n_other_liquids,2008,0.55,4.66,659.92,150270.0,7.09,1.61,36.0,Africa
39713,Nigeria,renewables_n_other,2008,0.06,0.06,659.92,150270.0,7.09,1.61,0.0,Africa
39720,North Korea,all_energy_types,2008,0.89,0.8,44.0,24310.1,36.6,20.22,68.15,Asia
39721,North Korea,coal,2008,0.71,0.66,44.0,24310.1,36.6,20.22,65.45,Asia
39722,North Korea,natural_gas,2008,0.0,0.0,44.0,24310.1,36.6,20.22,0.0,Asia
39723,North Korea,petroleum_n_other_liquids,2008,0.04,0.0,44.0,24310.1,36.6,20.22,2.7,Asia
39725,North Korea,renewables_n_other,2008,0.14,0.14,44.0,24310.1,36.6,20.22,0.0,Asia
39726,North Macedonia,all_energy_types,2008,0.11,0.05,24.75,2067.31,52.63,4.4,7.62,Eastern Europe
39727,North Macedonia,coal,2008,0.05,0.05,24.75,2067.31,52.63,4.4,4.65,Eastern Europe
39728,North Macedonia,natural_gas,2008,0.0,0.0,24.75,2067.31,52.63,4.4,0.15,Eastern Europe
39729,North Macedonia,petroleum_n_other_liquids,2008,0.04,0.0,24.75,2067.31,52.63,4.4,2.82,Eastern Europe
39731,North Macedonia,renewables_n_other,2008,0.02,0.01,24.75,2067.31,52.63,4.4,0.0,Eastern Europe
39732,Northern Mariana Islands,all_energy_types,2008,0.0,0.0,0.94,54.625,0.0,0.0,0.0,USA and territories
39733,Northern Mariana Islands,coal,2008,0.0,0.0,0.94,54.625,0.0,0.0,0.0,USA and territories
39737,Northern Mariana Islands,renewables_n_other,2008,0.0,0.0,0.94,54.625,0.0,0.0,0.0,USA and territories
39738,Norway,all_energy_types,2008,1.94,10.13,289.71,4775.97,405.81,6.69,41.66,Western Europe
39739,Norway,coal,2008,0.02,0.1,289.71,4775.97,405.81,6.69,3.13,Western Europe
39740,Norway,natural_gas,2008,0.13,3.73,289.71,4775.97,405.81,6.69,8.82,Western Europe
39741,Norway,petroleum_n_other_liquids,2008,0.45,4.93,289.71,4775.97,405.81,6.69,29.72,Western Europe
39743,Norway,renewables_n_other,2008,1.34,1.37,289.71,4775.97,405.81,6.69,0.0,Western Europe
39744,Oman,all_energy_types,2008,0.76,2.5,99.24,2750.96,277.02,7.68,34.56,Arab contries
39745,Oman,coal,2008,0.0,0.0,99.24,2750.96,277.02,7.68,0.0,Arab contries
39746,Oman,natural_gas,2008,0.49,0.86,99.24,2750.96,277.02,7.68,20.86,Arab contries
39747,Oman,petroleum_n_other_liquids,2008,0.27,1.64,99.24,2750.96,277.02,7.68,13.7,Arab contries
39749,Oman,renewables_n_other,2008,0.0,0.0,99.24,2750.96,277.02,7.68,0.0,Arab contries
39750,Pakistan,all_energy_types,2008,2.49,1.66,685.75,171649.0,14.49,3.63,138.85,Asia
39751,Pakistan,coal,2008,0.18,0.06,685.75,171649.0,14.49,3.63,20.2,Asia
39752,Pakistan,natural_gas,2008,1.16,1.16,685.75,171649.0,14.49,3.63,59.85,Asia
39753,Pakistan,petroleum_n_other_liquids,2008,0.85,0.14,685.75,171649.0,14.49,3.63,58.8,Asia
39754,Pakistan,nuclear,2008,0.02,0.02,685.75,171649.0,14.49,3.63,0.0,Asia
39755,Pakistan,renewables_n_other,2008,0.27,0.27,685.75,171649.0,14.49,3.63,0.0,Asia
39756,Palestinian Territories,all_energy_types,2008,0.04,0.0,8.58,3864.56,11.15,5.02,2.79,Asia
39757,Palestinian Territories,coal,2008,0.0,0.0,8.58,3864.56,11.15,5.02,0.0,Asia
39758,Palestinian Territories,natural_gas,2008,0.0,0.0,8.58,3864.56,11.15,5.02,0.0,Asia
39759,Palestinian Territories,petroleum_n_other_liquids,2008,0.03,0.0,8.58,3864.56,11.15,5.02,2.79,Asia
39761,Palestinian Territories,renewables_n_other,2008,0.01,0.0,8.58,3864.56,11.15,5.02,0.0,Asia
39762,Panama,all_energy_types,2008,0.28,0.04,64.62,3516.2,80.6,4.39,14.01,Latin America
39763,Panama,coal,2008,0.0,0.0,64.62,3516.2,80.6,4.39,0.01,Latin America
39764,Panama,natural_gas,2008,0.0,0.0,64.62,3516.2,80.6,4.39,0.0,Latin America
39765,Panama,petroleum_n_other_liquids,2008,0.24,0.0,64.62,3516.2,80.6,4.39,14.0,Latin America
39767,Panama,renewables_n_other,2008,0.04,0.04,64.62,3516.2,80.6,4.39,0.0,Latin America
39768,Papua New Guinea,all_energy_types,2008,0.07,0.1,17.88,6976.2,10.67,4.16,4.4,Oceania
39769,Papua New Guinea,coal,2008,0.0,0.0,17.88,6976.2,10.67,4.16,0.0,Oceania
39770,Papua New Guinea,natural_gas,2008,0.0,0.0,17.88,6976.2,10.67,4.16,0.27,Oceania
39771,Papua New Guinea,petroleum_n_other_liquids,2008,0.06,0.08,17.88,6976.2,10.67,4.16,4.13,Oceania
39773,Papua New Guinea,renewables_n_other,2008,0.01,0.01,17.88,6976.2,10.67,4.16,0.0,Oceania
39774,Paraguay,all_energy_types,2008,0.44,0.54,57.03,6081.3,72.49,7.73,3.75,Latin America
39775,Paraguay,coal,2008,0.0,0.0,57.03,6081.3,72.49,7.73,0.0,Latin America
39776,Paraguay,natural_gas,2008,0.0,0.0,57.03,6081.3,72.49,7.73,0.0,Latin America
39777,Paraguay,petroleum_n_other_liquids,2008,0.06,0.0,57.03,6081.3,72.49,7.73,3.75,Latin America
39779,Paraguay,renewables_n_other,2008,0.38,0.54,57.03,6081.3,72.49,7.73,0.0,Latin America
39780,Peru,all_energy_types,2008,0.77,0.6,256.78,28562.3,27.01,3.0,31.21,Latin America
39781,Peru,coal,2008,0.02,0.0,256.78,28562.3,27.01,3.0,2.78,Latin America
39782,Peru,natural_gas,2008,0.17,0.17,256.78,28562.3,27.01,3.0,6.03,Latin America
39783,Peru,petroleum_n_other_liquids,2008,0.39,0.24,256.78,28562.3,27.01,3.0,22.4,Latin America
39785,Peru,renewables_n_other,2008,0.2,0.19,256.78,28562.3,27.01,3.0,0.0,Latin America
39786,Philippines,all_energy_types,2008,1.21,0.44,503.25,91095.88,13.31,2.41,70.59,Asia
39787,Philippines,coal,2008,0.27,0.08,503.25,91095.88,13.31,2.41,22.09,Asia
39788,Philippines,natural_gas,2008,0.11,0.11,503.25,91095.88,13.31,2.41,5.6,Asia
39789,Philippines,petroleum_n_other_liquids,2008,0.63,0.05,503.25,91095.88,13.31,2.41,42.9,Asia
39791,Philippines,renewables_n_other,2008,0.2,0.2,503.25,91095.88,13.31,2.41,0.0,Asia
39792,Poland,all_energy_types,2008,3.99,2.7,828.29,38128.3,104.7,4.82,311.77,Eastern Europe
39793,Poland,coal,2008,2.47,2.43,828.29,38128.3,104.7,4.82,216.99,Eastern Europe
39794,Poland,natural_gas,2008,0.55,0.16,828.29,38128.3,104.7,4.82,28.7,Eastern Europe
39795,Poland,petroleum_n_other_liquids,2008,1.08,0.03,828.29,38128.3,104.7,4.82,66.08,Eastern Europe
39797,Poland,renewables_n_other,2008,-0.11,0.08,828.29,38128.3,104.7,4.82,0.0,Eastern Europe
39798,Portugal,all_energy_types,2008,1.07,0.15,325.21,10559.4,101.1,3.28,58.95,Western Europe
39799,Portugal,coal,2008,0.1,0.0,325.21,10559.4,101.1,3.28,10.95,Western Europe
39800,Portugal,natural_gas,2008,0.18,0.0,325.21,10559.4,101.1,3.28,8.85,Western Europe
39801,Portugal,petroleum_n_other_liquids,2008,0.6,0.0,325.21,10559.4,101.1,3.28,39.15,Western Europe
39803,Portugal,renewables_n_other,2008,0.18,0.15,325.21,10559.4,101.1,3.28,0.0,Western Europe
39804,Puerto Rico,all_energy_types,2008,0.42,0.0,76.25,3608.03,116.83,5.53,29.65,USA and territories
39805,Puerto Rico,coal,2008,0.04,0.0,76.25,3608.03,116.83,5.53,3.61,USA and territories
39806,Puerto Rico,natural_gas,2008,0.03,0.0,76.25,3608.03,116.83,5.53,1.44,USA and territories
39807,Puerto Rico,petroleum_n_other_liquids,2008,0.35,0.0,76.25,3608.03,116.83,5.53,24.6,USA and territories
39809,Puerto Rico,renewables_n_other,2008,0.0,0.0,76.25,3608.03,116.83,5.53,0.0,USA and territories
39810,Qatar,all_energy_types,2008,1.14,5.85,128.82,1436.67,794.54,8.86,53.02,Arab contries
39811,Qatar,coal,2008,0.0,0.0,128.82,1436.67,794.54,8.86,0.0,Arab contries
39812,Qatar,natural_gas,2008,0.79,3.02,128.82,1436.67,794.54,8.86,41.01,Arab contries
39813,Qatar,petroleum_n_other_liquids,2008,0.35,2.83,128.82,1436.67,794.54,8.86,12.01,Arab contries
39815,Qatar,renewables_n_other,2008,0.0,-0.0,128.82,1436.67,794.54,8.86,0.0,Arab contries
39816,Reunion,all_energy_types,2008,0.04,0.01,21.01,816.325,52.14,2.03,2.56,Western Europe
39817,Reunion,coal,2008,0.0,0.0,21.01,816.325,52.14,2.03,0.0,Western Europe
39818,Reunion,natural_gas,2008,0.0,0.0,21.01,816.325,52.14,2.03,0.0,Western Europe
39819,Reunion,petroleum_n_other_liquids,2008,0.03,0.0,21.01,816.325,52.14,2.03,2.56,Western Europe
39821,Reunion,renewables_n_other,2008,0.01,0.01,21.01,816.325,52.14,2.03,0.0,Western Europe
39822,Romania,all_energy_types,2008,1.66,1.19,408.16,20513.5,80.77,4.06,92.72,Eastern Europe
39823,Romania,coal,2008,0.36,0.28,408.16,20513.5,80.77,4.06,39.46,Eastern Europe
39824,Romania,natural_gas,2008,0.56,0.4,408.16,20513.5,80.77,4.06,31.83,Eastern Europe
39825,Romania,petroleum_n_other_liquids,2008,0.44,0.21,408.16,20513.5,80.77,4.06,21.43,Eastern Europe
39826,Romania,nuclear,2008,0.12,0.12,408.16,20513.5,80.77,4.06,0.0,Eastern Europe
39827,Romania,renewables_n_other,2008,0.17,0.17,408.16,20513.5,80.77,4.06,0.0,Eastern Europe
39828,Russia,all_energy_types,2008,30.03,53.53,3378.58,143318.8,209.53,8.89,1616.22,Eastern Europe
39829,Russia,coal,2008,5.17,7.25,3378.58,143318.8,209.53,8.89,441.33,Eastern Europe
39830,Russia,natural_gas,2008,15.95,22.07,3378.58,143318.8,209.53,8.89,828.89,Eastern Europe
39831,Russia,petroleum_n_other_liquids,2008,5.74,20.9,3378.58,143318.8,209.53,8.89,346.0,Eastern Europe
39832,Russia,nuclear,2008,1.67,1.67,3378.58,143318.8,209.53,8.89,0.0,Eastern Europe
39833,Russia,renewables_n_other,2008,1.49,1.64,3378.58,143318.8,209.53,8.89,0.0,Eastern Europe
39834,Rwanda,all_energy_types,2008,0.01,0.0,12.74,9524.53,1.01,0.76,0.62,Africa
39835,Rwanda,coal,2008,0.0,0.0,12.74,9524.53,1.01,0.76,0.0,Africa
39836,Rwanda,natural_gas,2008,0.0,0.0,12.74,9524.53,1.01,0.76,0.0,Africa
39837,Rwanda,petroleum_n_other_liquids,2008,0.01,0.0,12.74,9524.53,1.01,0.76,0.62,Africa
39839,Rwanda,renewables_n_other,2008,0.0,0.0,12.74,9524.53,1.01,0.76,0.0,Africa
39846,Saint Kitts and Nevis,all_energy_types,2008,0.0,0.0,1.08,48.1474,68.27,3.04,0.27,Latin America
39847,Saint Kitts and Nevis,coal,2008,0.0,0.0,1.08,48.1474,68.27,3.04,0.0,Latin America
39848,Saint Kitts and Nevis,natural_gas,2008,0.0,0.0,1.08,48.1474,68.27,3.04,0.0,Latin America
